code,EMIS_term,product_name,substance_name,formulation,administration_route
8134341000033114,"GBUK ring pessary size 2, 57mm diameter, silicone without support (GBUK Healthcare)","GBUK ring pessary size 2, 57mm diameter, silicone without support",NA,NA,NA
8134441000033115,"GBUK ring pessary size 3, 64mm diameter, silicone without support (GBUK Healthcare)","GBUK ring pessary size 3, 64mm diameter, silicone without support",NA,NA,NA
8134541000033119,"GBUK ring pessary size 4, 70mm diameter, silicone without support (GBUK Healthcare)","GBUK ring pessary size 4, 70mm diameter, silicone without support",NA,NA,NA
8134641000033118,"GBUK ring pessary size 5, 76mm diameter, silicone without support (GBUK Healthcare)","GBUK ring pessary size 5, 76mm diameter, silicone without support",NA,NA,NA
8134741000033110,"GBUK ring pessary size 6, 83mm diameter, silicone without support (GBUK Healthcare)","GBUK ring pessary size 6, 83mm diameter, silicone without support",NA,NA,NA
8134841000033117,"GBUK ring pessary size 7, 89mm diameter, silicone without support (GBUK Healthcare)","GBUK ring pessary size 7, 89mm diameter, silicone without support",NA,NA,NA
8134941000033113,"GBUK ring pessary size 8, 95mm diameter, silicone without support (GBUK Healthcare)","GBUK ring pessary size 8, 95mm diameter, silicone without support",NA,NA,NA
8135041000033113,Comfizz Level I unisex support boxers small/medium BOX-S/M-T Teal (Kavendor Ltd),Comfizz Level I unisex support boxers small/medium,NA,NA,NA
8135141000033112,Comfizz Level I unisex support boxers medium/large BOX-M/L-T Teal (Kavendor Ltd),Comfizz Level I unisex support boxers medium/large,NA,NA,NA
8135241000033117,"GBUK gellhorn pessary size 0, 38mm diameter, silicone, standard stem (GBUK Healthcare)","GBUK gellhorn pessary size 0, 38mm diameter, silicone, standard stem",NA,NA,NA
8135341000033110,Comfizz Level I unisex support boxers large/extra large BOX-L/XL-T Teal (Kavendor Ltd),Comfizz Level I unisex support boxers large/extra large,NA,NA,NA
8135441000033116,Comfizz Level I unisex support boxers extra large/XX large BOX-XL/2XL-T Teal (Kavendor Ltd),Comfizz Level I unisex support boxers extra large/XX large,NA,NA,NA
8135541000033115,"GBUK gellhorn pessary size 1, 45mm diameter, silicone, standard stem (GBUK Healthcare)","GBUK gellhorn pessary size 1, 45mm diameter, silicone, standard stem",NA,NA,NA
8135641000033119,"GBUK gellhorn pessary size 2, 51mm diameter, silicone, standard stem (GBUK Healthcare)","GBUK gellhorn pessary size 2, 51mm diameter, silicone, standard stem",NA,NA,NA
8135741000033111,Comfizz Level I unisex support boxers XX large/XXX large BOX-2XL/3XL-T Teal (Kavendor Ltd),Comfizz Level I unisex support boxers XX large/XXX large,NA,NA,NA
8135841000033118,"GBUK gellhorn pessary size 3, 57mm diameter, silicone, standard stem (GBUK Healthcare)","GBUK gellhorn pessary size 3, 57mm diameter, silicone, standard stem",NA,NA,NA
8135941000033114,"GBUK gellhorn pessary size 4, 64mm diameter, silicone, standard stem (GBUK Healthcare)","GBUK gellhorn pessary size 4, 64mm diameter, silicone, standard stem",NA,NA,NA
8136041000033116,"GBUK gellhorn pessary size 5, 70mm diameter, silicone, standard stem (GBUK Healthcare)","GBUK gellhorn pessary size 5, 70mm diameter, silicone, standard stem",NA,NA,NA
8136141000033117,"GBUK gellhorn pessary size 6, 76mm diameter, silicone, standard stem (GBUK Healthcare)","GBUK gellhorn pessary size 6, 76mm diameter, silicone, standard stem",NA,NA,NA
8136241000033112,"GBUK gellhorn pessary size 7, 83mm diameter, silicone, standard stem (GBUK Healthcare)","GBUK gellhorn pessary size 7, 83mm diameter, silicone, standard stem",NA,NA,NA
8136341000033119,"GBUK gellhorn pessary size 8, 89mm diameter, silicone, standard stem (GBUK Healthcare)","GBUK gellhorn pessary size 8, 89mm diameter, silicone, standard stem",NA,NA,NA
8136441000033113,"GBUK gellhorn pessary size 0, 38mm diameter, silicone, short stem (GBUK Healthcare)","GBUK gellhorn pessary size 0, 38mm diameter, silicone, short stem",NA,NA,NA
8136541000033114,"GBUK gellhorn pessary size 1, 45mm diameter, silicone, short stem (GBUK Healthcare)","GBUK gellhorn pessary size 1, 45mm diameter, silicone, short stem",NA,NA,NA
8136641000033110,Comfizz Level I female support briefs small/medium BRF-S/M-P Pink (Kavendor Ltd),Comfizz Level I female support briefs small/medium,NA,NA,NA
8136741000033118,"GBUK gellhorn pessary size 2, 51mm diameter, silicone, short stem (GBUK Healthcare)","GBUK gellhorn pessary size 2, 51mm diameter, silicone, short stem",NA,NA,NA
8136841000033111,"GBUK gellhorn pessary size 3, 57mm diameter, silicone, short stem (GBUK Healthcare)","GBUK gellhorn pessary size 3, 57mm diameter, silicone, short stem",NA,NA,NA
8136941000033115,Comfizz Level I female support briefs medium/large BRF-M/L-P Pink (Kavendor Ltd),Comfizz Level I female support briefs medium/large,NA,NA,NA
8137041000033119,"GBUK gellhorn pessary size 4, 64mm diameter, silicone, short stem (GBUK Healthcare)","GBUK gellhorn pessary size 4, 64mm diameter, silicone, short stem",NA,NA,NA
8137141000033115,Comfizz Level I female support briefs large/extra large BRF-L/XL-P Pink (Kavendor Ltd),Comfizz Level I female support briefs large/extra large,NA,NA,NA
8137241000033110,"GBUK gellhorn pessary size 5, 70mm diameter, silicone, short stem (GBUK Healthcare)","GBUK gellhorn pessary size 5, 70mm diameter, silicone, short stem",NA,NA,NA
8137341000033117,"GBUK gellhorn pessary size 6, 76mm diameter, silicone, short stem (GBUK Healthcare)","GBUK gellhorn pessary size 6, 76mm diameter, silicone, short stem",NA,NA,NA
8137441000033111,Comfizz Level I female support briefs extra large/XX large BRF-XL/2XL-P Pink (Kavendor Ltd),Comfizz Level I female support briefs extra large/XX large,NA,NA,NA
8137541000033112,"GBUK gellhorn pessary size 7, 83mm diameter, silicone, short stem (GBUK Healthcare)","GBUK gellhorn pessary size 7, 83mm diameter, silicone, short stem",NA,NA,NA
8137641000033113,Comfizz Level I female support briefs XX large/XXX large BRF-2XL/3XL-P Pink (Kavendor Ltd),Comfizz Level I female support briefs XX large/XXX large,NA,NA,NA
8137741000033116,"GBUK gellhorn pessary size 8, 89mm diameter, silicone, short stem (GBUK Healthcare)","GBUK gellhorn pessary size 8, 89mm diameter, silicone, short stem",NA,NA,NA
8137841000033114,Comfizz Level I female support briefs small/medium BRF-S/M-T Teal (Kavendor Ltd),Comfizz Level I female support briefs small/medium,NA,NA,NA
8137941000033118,Comfizz Level I female support briefs medium/large BRF-M/L-T Teal (Kavendor Ltd),Comfizz Level I female support briefs medium/large,NA,NA,NA
8138041000033115,Comfizz Level I female support briefs large/extra large BRF-L/XL-T Teal (Kavendor Ltd),Comfizz Level I female support briefs large/extra large,NA,NA,NA
8138141000033116,Comfizz Level I female support briefs extra large/XX large BRF-XL/2XL-T Teal (Kavendor Ltd),Comfizz Level I female support briefs extra large/XX large,NA,NA,NA
8138241000033111,Comfizz Level I female support briefs XX large/XXX large BRF-2XL/3XL-T Teal (Kavendor Ltd),Comfizz Level I female support briefs XX large/XXX large,NA,NA,NA
8138341000033118,Comfizz Level I female support vest small/medium VP-S/M(F) Pink (Kavendor Ltd),Comfizz Level I female support vest small/medium,NA,NA,NA
8138441000033112,Comfizz Level I female support vest medium/large VP-M/L(F) Pink (Kavendor Ltd),Comfizz Level I female support vest medium/large,NA,NA,NA
8138541000033113,Comfizz Level I female support vest large/extra large VP-L/XL(F) Pink (Kavendor Ltd),Comfizz Level I female support vest large/extra large,NA,NA,NA
8138641000033114,Comfizz Level I female support vest extra large/XX large VP-XL/2XL(F) Pink (Kavendor Ltd),Comfizz Level I female support vest extra large/XX large,NA,NA,NA
8138741000033117,Comfizz Level I female support vest small/medium VT-S/M(F) Teal (Kavendor Ltd),Comfizz Level I female support vest small/medium,NA,NA,NA
8138841000033110,Comfizz Level I female support vest medium/large VT-M/L(F) Teal (Kavendor Ltd),Comfizz Level I female support vest medium/large,NA,NA,NA
8138941000033119,Comfizz Level I female support vest large/extra large VT-L/XL(F) Teal (Kavendor Ltd),Comfizz Level I female support vest large/extra large,NA,NA,NA
8139041000033111,Comfizz Level I female support vest extra large/XX large VT-XL/2XL(F) Teal (Kavendor Ltd),Comfizz Level I female support vest extra large/XX large,NA,NA,NA
8139141000033110,"Ostomart Cool Comfort Support Wear  Belt, Nude  small/medium, CCWBN S/M",NA,NA,NA,NA
8139241000033115,"Ostomart Cool Comfort Support Wear  Belt, Nude  large/x large, CCWBN L/XL",NA,NA,NA,NA
8139641000033117,"Ostomart Cool Comfort Support Wear  Brief, Nude  xx large/xxx large, CCPBN XXL/XXXL",NA,NA,NA,NA
8140041000033117,"Softima Active colostomy bag with filter, mini 4610215E Cut to fit 15mm-45mm Beige (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, mini",NA,NA,NA
8140141000033118,"Softima Active colostomy bag with filter, midi 4610115E Cut to fit 15mm-50mm Beige (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, midi",NA,NA,NA
8140241000033113,"Softima Active colostomy bag with filter, midi 4610125E 25mm Beige (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, midi",NA,NA,NA
8140341000033115,"Softima Active colostomy bag with filter, midi 4610130E 30mm Beige (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, midi",NA,NA,NA
8140441000033114,"Softima Active colostomy bag with filter, midi 4610135E 35mm Beige (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, midi",NA,NA,NA
8140541000033110,Aloe Meatal catheter male 10Ch ALOEM10 (Hunter Urology Ltd),Aloe Meatal catheter male 10Ch,NA,NA,NA
8140641000033111,"Softima Active colostomy bag with filter, midi 4610140E 40mm Beige (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, midi",NA,NA,NA
8140741000033119,Aloe Meatal catheter male 12Ch ALOEM12 (Hunter Urology Ltd),Aloe Meatal catheter male 12Ch,NA,NA,NA
8140841000033112,"Softima Active colostomy bag with filter, midi 4610145E 45mm Beige (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, midi",NA,NA,NA
8140941000033116,Aloe Meatal catheter male 14Ch ALOEM14 (Hunter Urology Ltd),Aloe Meatal catheter male 14Ch,NA,NA,NA
8141041000033114,"Softima Active colostomy bag with filter, midi 4611115E Cut to fit 15mm-50mm Transparent (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, midi",NA,NA,NA
8141141000033113,"Softima Active colostomy bag with filter, maxi 4610380E Cut to fit 15mm-65mm Beige (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, maxi",NA,NA,NA
8141241000033118,"Softima Active colostomy bag with filter, maxi 4611380E Cut to fit 15mm-65mm Transparent (B.Braun Medical Ltd)","Softima Active colostomy bag with filter, maxi",NA,NA,NA
8141341000033111,Secura barrier film pump spray 66800710 (Smith & Nephew Healthcare Ltd),Secura barrier film pump spray,NA,NA,NA
8141441000033117,Secura barrier film wipes 66800712 (Smith & Nephew Healthcare Ltd),Secura barrier film wipes,NA,NA,NA
8141541000033116,Secura barrier film foam 1ml applicator 66800789 (Smith & Nephew Healthcare Ltd),Secura barrier film foam 1ml applicator,NA,NA,NA
8141641000033115,Secura barrier film foam 3ml applicator 66800787 (Smith & Nephew Healthcare Ltd),Secura barrier film foam 3ml applicator,NA,NA,NA
8141741000033112,Glycopyrronium bromide 55microgram inhalation powder capsules with device,Glycopyrronium bromide 55microgram inhalation powder capsules with device,Glycopyrronium bromide,Inhalation powder,Inhalation
8141841000033119,Seebri Breezhaler 44microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd),Seebri Breezhaler 44microgram inhalation powder capsules with device,Glycopyrronium bromide,Inhalation powder,Inhalation
8141941000033110,Hydrocortisone 5mg modified-release tablets,Hydrocortisone 5mg modified-release tablets,Hydrocortisone,Modified-release tablet,Oral
8142041000033116,Hydrocortisone 20mg modified-release tablets,Hydrocortisone 20mg modified-release tablets,Hydrocortisone,Modified-release tablet,Oral
8142141000033117,Plenadren 5mg modified-release tablets (Takeda UK Ltd),Plenadren 5mg modified-release tablets,Hydrocortisone,Modified-release tablet,Oral
8142241000033112,Plenadren 20mg modified-release tablets (Takeda UK Ltd),Plenadren 20mg modified-release tablets,Hydrocortisone,Modified-release tablet,Oral
8144141000033110,Jobskin Alleviant class 1 (18-21mmHg) below knee open toe lymphoedema garment short size V Beige (Medigarments Ltd),Jobskin Alleviant class 1 (18-21mmHg) below knee open toe lymphoedema garment short size V,NA,NA,NA
8145941000033113,Jobskin Alleviant class 1 (18-21mmHg) below knee closed toe lymphoedema garment short size V Beige (Medigarments Ltd),Jobskin Alleviant class 1 (18-21mmHg) below knee closed toe lymphoedema garment short size V,NA,NA,NA
8146041000033115,Jobskin Alleviant class 1 (18-21mmHg) below knee closed toe lymphoedema garment short size VI Beige (Medigarments Ltd),Jobskin Alleviant class 1 (18-21mmHg) below knee closed toe lymphoedema garment short size VI,NA,NA,NA
8146141000033116,Haddenham Goldpunkt custom fit class 2 (23-32mmHg) toe cap lymphoedema garment GP-12 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit class 2 (23-32mmHg) toe cap lymphoedema garment,NA,NA,NA
8146241000033111,Haddenham Goldpunkt custom fit class 2 (23-32mmHg) below knee lymphoedema garment GP-22 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit class 2 (23-32mmHg) below knee lymphoedema garment,NA,NA,NA
8146441000033112,Haddenham Goldpunkt custom fit class 2 (23-32mmHg) thigh length lymphoedema garment GP-32 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit class 2 (23-32mmHg) thigh length lymphoedema garment,NA,NA,NA
8146741000033117,Haddenham Goldpunkt custom fit class 2 (23-32mmHg) thigh length with waist attachment lymphoedema garment GP-42 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit class 2 (23-32mmHg) thigh length with waist attachment lymphoedema garment,NA,NA,NA
8147241000033114,Haddenham Goldpunkt custom fit class 2 (23-32mmHg) panty lymphoedema garment GP-52 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit class 2 (23-32mmHg) panty lymphoedema garment,NA,NA,NA
8147541000033111,Jobskin Alleviant class 2 (23-32mmHg) armsleeve without hand lymphoedema garment short size III Beige (Medigarments Ltd),Jobskin Alleviant class 2 (23-32mmHg) armsleeve without hand lymphoedema garment short size III,NA,NA,NA
8150241000033110,Haddenham Pertex custom fit class 1 (18-21mmHg) toe cap lymphoedema garment PX-11 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 1 (18-21mmHg) toe cap lymphoedema garment,NA,NA,NA
8150741000033116,Haddenham Pertex custom fit class 1 (18-21mmHg) below knee lymphoedema garment PX-21 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 1 (18-21mmHg) below knee lymphoedema garment,NA,NA,NA
8151241000033115,Haddenham Pertex custom fit class 1 (18-21mmHg) thigh length lymphoedema garment PX-31 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 1 (18-21mmHg) thigh length lymphoedema garment,NA,NA,NA
8151541000033118,Haddenham Pertex custom fit class 1 (18-21mmHg) thigh length with waist attachment lymphoedema garment PX-41 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 1 (18-21mmHg) thigh length with waist attachment lymphoedema garment,NA,NA,NA
8151741000033114,Haddenham Goldpunkt custom fit silicone grip top for lymphoedema garment lower extremities CM-90 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit silicone grip top for lymphoedema garment lower extremities,NA,NA,NA
8152241000033114,Haddenham Pertex custom fit class 1 (18-21mmHg) panty lymphoedema garment PX-51 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 1 (18-21mmHg) panty lymphoedema garment,NA,NA,NA
8152941000033117,Haddenham Pertex custom fit class 2 (23-32mmHg) toe cap lymphoedema garment PX-12 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 2 (23-32mmHg) toe cap lymphoedema garment,NA,NA,NA
8153441000033118,Haddenham Pertex custom fit class 2 (23-32mmHg) below knee lymphoedema garment PX-22 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 2 (23-32mmHg) below knee lymphoedema garment,NA,NA,NA
8153641000033116,Haddenham Pertex custom fit class 2 (23-32mmHg) thigh length lymphoedema garment PX-32 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 2 (23-32mmHg) thigh length lymphoedema garment,NA,NA,NA
8153941000033111,Haddenham Goldpunkt custom fit malleolus pads for lymphoedema garment lower extremities CM-91 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit malleolus pads for lymphoedema garment lower extremities,NA,NA,NA
8154041000033113,Haddenham Pertex custom fit class 2 (23-32mmHg) thigh length with waist attachment lymphoedema garment PX-42 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 2 (23-32mmHg) thigh length with waist attachment lymphoedema garment,NA,NA,NA
8154241000033117,Jobskin Alleviant class 2 (23-32mmHg) below knee open toe lymphoedema garment short size III Beige (Medigarments Ltd),Jobskin Alleviant class 2 (23-32mmHg) below knee open toe lymphoedema garment short size III,NA,NA,NA
8154441000033116,Haddenham Pertex custom fit class 2 (23-32mmHg) panty lymphoedema garment PX-52 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 2 (23-32mmHg) panty lymphoedema garment,NA,NA,NA
8154541000033115,Haddenham Goldpunkt custom fit zip for lymphoedema garment lower extremities CM-92 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit zip for lymphoedema garment lower extremities,NA,NA,NA
8154741000033111,Haddenham Goldpunkt custom fit velcro fastening for lymphoedema garment lower extremities CM-93 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit velcro fastening for lymphoedema garment lower extremities,NA,NA,NA
8155041000033114,Haddenham Pertex custom fit class 3 (34-46mmHg) toe cap lymphoedema garment PX-13 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 3 (34-46mmHg) toe cap lymphoedema garment,NA,NA,NA
8155241000033118,Haddenham Goldpunkt custom fit velcro strap for lymphoedema garment lower extremities CM-94 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit velcro strap for lymphoedema garment lower extremities,NA,NA,NA
8155341000033111,Haddenham Pertex custom fit class 3 (34-46mmHg) below knee lymphoedema garment PX-23 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 3 (34-46mmHg) below knee lymphoedema garment,NA,NA,NA
8155541000033116,Jobskin Alleviant class 2 (23-32mmHg) below knee open toe lymphoedema garment short size VI Beige (Medigarments Ltd),Jobskin Alleviant class 2 (23-32mmHg) below knee open toe lymphoedema garment short size VI,NA,NA,NA
8155641000033115,Haddenham Goldpunkt custom fit silicone grip top for lymphoedema garment upper extremities CM-80 Beige (Haddenham Healthcare Ltd),Haddenham Goldpunkt custom fit silicone grip top for lymphoedema garment upper extremities,NA,NA,NA
8155941000033110,Haddenham Pertex custom fit class 3 (34-46mmHg) thigh length lymphoedema garment PX-33 Beige (Haddenham Healthcare Ltd),Haddenham Pertex custom fit class 3 (34-46mmHg) thigh length lymphoedema garment,NA,NA,NA
