code,EMIS_term,product_name,substance_name,formulation,administration_route
8113141000033117,Tenprolide XL 300mg tablets (Actavis UK Ltd),Tenprolide XL 300mg tablets,Quetiapine fumarate,Modified-release tablet,Oral
8113241000033112,Normal immunoglobulin human 1g/20ml solution for infusion vials,Normal immunoglobulin human 1g/20ml solution for infusion vials,Normal immunoglobulin human,Solution for infusion,Intravenous
8113341000033119,Colecalciferol 800unit tablets,Colecalciferol 800unit tablets,Colecalciferol,Tablet,Oral
8113441000033113,Desunin 800unit tablets (Viatris UK Healthcare Ltd),Desunin 800unit tablets,Colecalciferol,Tablet,Oral
8113641000033110,Enstar XL 100 tablets (Ennogen Pharma Ltd),Enstar XL 100 tablets,Diclofenac sodium,Modified-release tablet,Oral
8113741000033118,Oxytetracycline 3% / Hydrocortisone 1% ointment,NA,NA,NA,NA
8114141000033119,Forceval Soluble Junior tablets (Alliance Pharmaceuticals Ltd),Forceval Soluble Junior tablets,Alpha tocopheryl acetate/ Ascorbic acid/ Biotin/ Chromium/ Copper/ Cyanocobalamin/ Ergocalciferol/ Folic acid/ Iodine/ Iron/ Magnesium/ Manganese/ Molybdenum/ Nicotinamide/ Pantothenic acid/ Phytomenadione/ Potassium/ Pyridoxine/ Riboflavin/ Selenium/ Thiamine/ Vitamin A/ Zinc,Tablet,NA
8114241000033114,Perampanel 2mg tablets,NA,NA,NA,NA
8114341000033116,Perampanel 4mg tablets,NA,NA,NA,NA
8114441000033110,Perampanel 6mg tablets,NA,NA,NA,NA
8114541000033111,Perampanel 8mg tablets,NA,NA,NA,NA
8114641000033112,Perampanel 10mg tablets,NA,NA,NA,NA
8114741000033115,Perampanel 12mg tablets,NA,NA,NA,NA
8114841000033113,Fycompa 2mg tablets (Eisai Ltd),Fycompa 2mg tablets,Perampanel,Tablet,Oral
8114941000033117,Fycompa 4mg tablets (Eisai Ltd),Fycompa 4mg tablets,Perampanel,Tablet,Oral
8115041000033117,Fycompa 6mg tablets (Eisai Ltd),Fycompa 6mg tablets,Perampanel,Tablet,Oral
8115141000033118,Fycompa 8mg tablets (Eisai Ltd),Fycompa 8mg tablets,Perampanel,Tablet,Oral
8115241000033113,Fycompa 10mg tablets (Eisai Ltd),Fycompa 10mg tablets,Perampanel,Tablet,Oral
8115341000033115,Fycompa 12mg tablets (Eisai Ltd),Fycompa 12mg tablets,Perampanel,Tablet,Oral
8115441000033114,Canesten Combi 500mg Soft Gel pessary and 2% cream (Bayer Plc),Canesten Combi 500mg Soft Gel pessary and 2% cream,NA,Not applicable,NA
8115541000033110,Canesten 500mg Soft Gel pessaries (Bayer Plc),Canesten 500mg Soft Gel pessaries,Clotrimazole, Pessary,Vaginal
8115641000033111,Ortisan Fruits & Fibre Cubes (BBI Healthcare Ltd),Ortisan Fruits & Fibre Cubes,NA,Pastille,NA
8115741000033119,Linagliptin 2.5mg / Metformin 1g tablets,Linagliptin 2.5mg / Metformin 1g tablets,Linagliptin/ Metformin hydrochloride,Tablet,Oral
8115841000033112,Linagliptin 2.5mg / Metformin 850mg tablets,Linagliptin 2.5mg / Metformin 850mg tablets,Linagliptin/ Metformin hydrochloride,Tablet,Oral
8115941000033116,Jentadueto 2.5mg/1000mg tablets (Boehringer Ingelheim Ltd),Jentadueto 2.5mg/1000mg tablets,Linagliptin/ Metformin hydrochloride,Tablet,Oral
8116041000033114,Jentadueto 2.5mg/850mg tablets (Boehringer Ingelheim Ltd),Jentadueto 2.5mg/850mg tablets,Linagliptin/ Metformin hydrochloride,Tablet,Oral
8116141000033113,Mandanol 6+ paracetamol 250mg/5ml oral suspension (M & A Pharmachem Ltd),Mandanol 6+ paracetamol 250mg/5ml oral suspension,Paracetamol,Oral suspension,Oral
8116241000033118,Didecyldimethylammonium chloride 1% foam,Didecyldimethylammonium chloride 1% foam,Didecyldimethylammonium chloride,Foam,Cutaneous
8116341000033111,Stellisept med 1% foam (BODE Chemie GmbH),Stellisept med 1% foam,Didecyldimethylammonium chloride,Foam,NA
8116441000033117,Ivacaftor 150mg tablets,NA,NA,NA,NA
8116541000033116,Kalydeco 150mg tablets (Vertex Pharmaceuticals (Europe) Ltd),Kalydeco 150mg tablets,Ivacaftor,Tablet,Oral
8116641000033115,Fresubin Powder Extra oral powder 62g sachets (Flavour Not Specified),Fresubin Powder Extra oral powder 62g sachets,NA, Powder,NA
8116741000033112,Fresubin Powder Extra oral powder 62g sachets chocolate (Fresenius Kabi Ltd),Fresubin Powder Extra oral powder 62g sachets chocolate,NA, Powder,NA
8116841000033119,Fresubin Powder Extra oral powder 62g sachets neutral (Fresenius Kabi Ltd),Fresubin Powder Extra oral powder 62g sachets neutral,NA, Powder,NA
8116941000033110,Fresubin Powder Extra oral powder 62g sachets strawberry (Fresenius Kabi Ltd),Fresubin Powder Extra oral powder 62g sachets strawberry,NA, Powder,NA
8117041000033111,Fresubin Powder Extra oral powder 62g sachets vanilla (Fresenius Kabi Ltd),Fresubin Powder Extra oral powder 62g sachets vanilla,NA, Powder,NA
8117141000033110,O.R.S. Oral Rehydration Salts  Soluble tablets  ,NA,NA,NA,NA
8117241000033115,UltraDEX Oral Rinse (Periproducts Ltd),UltraDEX Oral Rinse,NA,Mouthwash,NA
8117341000033113,Ivermectin 3mg tablets,NA,NA,NA,NA
8117441000033119,Tegaderm Superabsorber dressing 10cm x 10cm square (3M Health Care Ltd),Tegaderm Superabsorber dressing 10cm x 10cm square,NA,NA,NA
8117541000033118,Tegaderm Superabsorber dressing 20cm x 20cm square (3M Health Care Ltd),Tegaderm Superabsorber dressing 20cm x 20cm square,NA,NA,NA
8117641000033117,Tegaderm Superabsorber dressing 10cm x 20cm rectangular (3M Health Care Ltd),Tegaderm Superabsorber dressing 10cm x 20cm rectangular,NA,NA,NA
8117741000033114,Tegaderm Superabsorber dressing 20cm x 30cm rectangular (3M Health Care Ltd),Tegaderm Superabsorber dressing 20cm x 30cm rectangular,NA,NA,NA
8117841000033116,Allevyn Life dressing 10.3cm x 10.3cm (Smith & Nephew Healthcare Ltd),Allevyn Life dressing 10.3cm x 10.3cm,NA,NA,NA
8117941000033112,Allevyn Life dressing 12.9cm x 12.9cm (Smith & Nephew Healthcare Ltd),Allevyn Life dressing 12.9cm x 12.9cm,NA,NA,NA
8118041000033110,Allevyn Life dressing 15.4cm x 15.4cm (Smith & Nephew Healthcare Ltd),Allevyn Life dressing 15.4cm x 15.4cm,NA,NA,NA
8118141000033114,Allevyn Life dressing 21cm x 21cm (Smith & Nephew Healthcare Ltd),Allevyn Life dressing 21cm x 21cm,NA,NA,NA
8118241000033119,Acti-Fast 2-way stretch stockinette 20cm (L&R Medical UK Ltd),Acti-Fast 2-way stretch stockinette 20cm,NA,NA,NA
8118341000033112,Renasys adhesive gel patch (Smith & Nephew Healthcare Ltd),Renasys adhesive gel patch,NA,NA,NA
8118441000033118,Sterimar Baby 31.8% isotonic nasal spray (Church & Dwight UK Ltd),Sterimar Baby 31.8% isotonic nasal spray,NA,Spray,NA
8118541000033117,Nitrile-Pro gloves small (Medicareplus International Ltd),Nitrile-Pro gloves small,NA,NA,NA
8118641000033116,Nitrile-Pro gloves medium (Medicareplus International Ltd),Nitrile-Pro gloves medium,NA,NA,NA
8118741000033113,Nitrile-Pro gloves large (Medicareplus International Ltd),Nitrile-Pro gloves large,NA,NA,NA
8118841000033115,SNaP cartridge device 75mmHg 60ml capacity (KCI Medical Ltd),Snap cartridge device 75mmHg,NA,NA,NA
8118941000033111,Nitrile-Pro gloves extra large (Medicareplus International Ltd),Nitrile-Pro gloves extra large,NA,NA,NA
8119041000033119,DreamSkin body suit 0-3 months (DreamSkin Health Ltd),DreamSkin body suit 0-3 months,NA,NA,NA
8119141000033115,DreamSkin body suit 3-6 months (DreamSkin Health Ltd),DreamSkin body suit 3-6 months,NA,NA,NA
8119241000033110,SNaP cartridge device 100mmHg 60ml capacity (KCI Medical Ltd),Snap cartridge device 100mmHg,NA,NA,NA
8119341000033117,SNaP cartridge device 125mmHg 60ml capacity (KCI Medical Ltd),Snap cartridge device 125mmHg,NA,NA,NA
8119441000033111,DreamSkin baby leggings with foldaway feet 0-3 months (DreamSkin Health Ltd),DreamSkin baby leggings with foldaway feet 0-3 months,NA,NA,NA
8119541000033112,DreamSkin baby leggings with foldaway feet 3-6 months (DreamSkin Health Ltd),DreamSkin baby leggings with foldaway feet 3-6 months,NA,NA,NA
8119641000033113,SNaP straps for 60ml cartridges small (KCI Medical Ltd),Snap straps for 60ml cartridges small,NA,NA,NA
8119741000033116,SNaP straps for 60ml cartridges medium (KCI Medical Ltd),Snap straps for 60ml cartridges medium,NA,NA,NA
8119841000033114,SNaP straps for 60ml cartridges large (KCI Medical Ltd),Snap straps for 60ml cartridges large,NA,NA,NA
8119941000033118,Advazorb (T) Lite tracheostomy dressing 8cm x 8cm CR4212 (Advancis Medical),Advazorb (T) Lite tracheostomy dressing 8cm x 8cm,NA,NA,NA
8120041000033115,SNaP foam dressing kit 10cm x 10cm (KCI Medical Ltd),Snap foam dressing kit 10cm x 10cm,NA,NA,NA
8120141000033116,Fortisip Compact Protein Starter Pack liquid (Nutricia Ltd),Fortisip Compact Protein Starter Pack liquid,NA,Not applicable,NA
8120241000033111,SNaP foam dressing kit 15cm x 15cm (KCI Medical Ltd),Snap foam dressing kit 15cm x 15cm,NA,NA,NA
8120341000033118,SNaP foam dressing kit 20cm x 20cm (KCI Medical Ltd),Snap foam dressing kit 20cm x 20cm,NA,NA,NA
8120441000033112,SNaP gauze dressing kit 10cm x 10cm (KCI Medical Ltd),Snap gauze dressing kit 10cm x 10cm,NA,NA,NA
8120541000033113,SNaP gauze dressing kit 15cm x 15cm (KCI Medical Ltd),Snap gauze dressing kit 15cm x 15cm,NA,NA,NA
8120641000033114,Jobst Elvarex adjustable waistband for lymphoedema garment L-A013 Beige (BSN medical Ltd),Jobst Elvarex adjustable waistband for lymphoedema garment,NA,NA,NA
8120741000033117,Prontosan irrigation solution 40ml unit dose (B.Braun Medical Ltd),Prontosan irrigation solution 40ml unit dose,NA,Irrigation solution,NA
8120841000033110,Jobst Elvarex fly for men for lymphoedema garment L-A012 Beige (BSN medical Ltd),Jobst Elvarex fly for men for lymphoedema garment,NA,NA,NA
8120941000033119,Jobst Elvarex Soft custom fit class 1 (18-21mmHg) below knee lymphoedema garment L1-10-04 Beige (BSN medical Ltd),Jobst Elvarex Soft custom fit class 1 (18-21mmHg) below knee lymphoedema garment,NA,NA,NA
8121041000033112,Jobst Elvarex Soft custom fit class 1 (18-21mmHg) thigh length lymphoedema garment L1-10-06 Beige (BSN medical Ltd),Jobst Elvarex Soft custom fit class 1 (18-21mmHg) thigh length lymphoedema garment,NA,NA,NA
8121141000033111,Jobst Elvarex Soft custom fit class 1 (18-21mmHg) body bandage lymphoedema garment L1-10-08 Beige (BSN medical Ltd),Jobst Elvarex Soft custom fit class 1 (18-21mmHg) body bandage lymphoedema garment,NA,NA,NA
8121241000033116,Sodium chloride 0.9% irrigation solution 150ml bottles,Sodium chloride 0.9% irrigation solution 150ml bottles,Sodium chloride,Irrigation solution,NA
8121341000033114,Sterac sodium chloride 0.9% irrigation solution 150ml bottles (Terumo BCT Ltd),Sterac sodium chloride 0.9% irrigation solution 150ml bottles,Sodium chloride,Irrigation solution,NA
8121441000033115,Water for irrigation 150ml bottles,Water for irrigation 150ml bottles,NA,Irrigation solution,NA
8121541000033119,Jobst Elvarex Soft adjustable waistband for lymphoedema garment L-A013S Beige (BSN medical Ltd),Jobst Elvarex Soft adjustable waistband for lymphoedema garment,NA,NA,NA
8121641000033118,Jobst Elvarex Soft T-Heel for lymphoedema garment L-A010S Beige (BSN medical Ltd),Jobst Elvarex Soft T-Heel for lymphoedema garment,NA,NA,NA
8121741000033110,Juxta-Fit lower legging extra wide calf medium 28cm Beige (Medi UK Ltd),Juxta-Fit lower legging extra wide calf medium,NA,NA,NA
8121841000033117,Juxta-Fit lower legging extra wide calf large 28cm Beige (Medi UK Ltd),Juxta-Fit lower legging extra wide calf large,NA,NA,NA
8121941000033113,Juxta-Fit lower legging extra wide calf extra large 28cm Beige (Medi UK Ltd),Juxta-Fit lower legging extra wide calf extra large,NA,NA,NA
8122041000033119,Juxta-Fit lower legging extra wide calf medium 36cm Beige (Medi UK Ltd),Juxta-Fit lower legging extra wide calf medium,NA,NA,NA
8122141000033115,Juxta-Fit lower legging extra wide calf large 36cm Beige (Medi UK Ltd),Juxta-Fit lower legging extra wide calf large,NA,NA,NA
8122241000033110,Juxta-Fit lower legging extra wide calf extra large 36cm Beige (Medi UK Ltd),Juxta-Fit lower legging extra wide calf extra large,NA,NA,NA
8122441000033111,Comfizz Level I shallow waistband with silicone grip small/medium WNS/M-SH-si Neutral (Kavendor Ltd),Comfizz Level I shallow waistband with silicone grip small/medium,NA,NA,NA
8122541000033112,Comfizz Level I shallow waistband with silicone grip medium/large WNM/L-SH-si Neutral (Kavendor Ltd),Comfizz Level I shallow waistband with silicone grip medium/large,NA,NA,NA
8122641000033113,Comfizz Level I shallow waistband with silicone grip large/extra large WNL/XL-SH-si Neutral (Kavendor Ltd),Comfizz Level I shallow waistband with silicone grip large/extra large,NA,NA,NA
8122741000033116,Comfizz Level I waistband with silicone grip small/medium WNS/M-si Neutral (Kavendor Ltd),Comfizz Level I waistband with silicone grip small/medium,NA,NA,NA
8122841000033114,Comfizz Level I waistband with silicone grip medium/large WNM/L-si Neutral (Kavendor Ltd),Comfizz Level I waistband with silicone grip medium/large,NA,NA,NA
8122941000033118,Comfizz Level I waistband with silicone grip large/extra large WNL/XL-si Neutral (Kavendor Ltd),Comfizz Level I waistband with silicone grip large/extra large,NA,NA,NA
8123041000033111,Comfizz Level I waistband with silicone grip extra large/XX large WNXL/2XL-si Neutral (Kavendor Ltd),Comfizz Level I waistband with silicone grip extra large/XX large,NA,NA,NA
8123141000033110,Comfizz Level I waistband with silicone grip XX large/XXX large WN2XL/3XL-si Neutral (Kavendor Ltd),Comfizz Level I waistband with silicone grip XX large/XXX large,NA,NA,NA
8123441000033119,Optaflu vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus UK Ltd),Optaflu vaccine suspension for injection 0.5ml pre-filled syringes,Influenza virus surface antigens,Suspension for injection,Intramuscular
8123541000033118,Ruxolitinib 5mg tablets,Ruxolitinib 5mg tablets,Ruxolitinib phosphate,Tablet,Oral
8123641000033117,Ruxolitinib 15mg tablets,Ruxolitinib 15mg tablets,Ruxolitinib phosphate,Tablet,Oral
8123741000033114,Ruxolitinib 20mg tablets,Ruxolitinib 20mg tablets,Ruxolitinib phosphate,Tablet,Oral
8123941000033112,Jakavi 15mg tablets (Novartis Pharmaceuticals UK Ltd),Jakavi 15mg tablets,Ruxolitinib phosphate,Tablet,Oral
8124041000033114,Jakavi 20mg tablets (Novartis Pharmaceuticals UK Ltd),Jakavi 20mg tablets,Ruxolitinib phosphate,Tablet,Oral
8124141000033113,Medi Gelsorb sachets (Medicareplus International Ltd),Medi Gelsorb sachets,NA,NA,NA
8124241000033118,Calcium carbonate 400mg / Ergocalciferol 2.5microgram tablets,Calcium carbonate 400mg / Ergocalciferol 2.5microgram tablets,Calcium carbonate/ Ergocalciferol,Tablet,Oral
8124341000033111,LBF barrier cream (CliniMed Ltd),LBF barrier cream,NA,NA,NA
8124441000033117,Sash made to measure hernia support ostomy belt HB102 (SASH),Sash made to measure hernia support ostomy belt,NA,NA,NA
8124541000033116,Glycopyrronium bromide 0.5% solution,Glycopyrronium bromide 0.5% solution,Glycopyrronium bromide,Liquid,Route of administration not applicable
8124641000033115,Phenytoin sodium 25mg capsules (Flynn Pharma Ltd),Phenytoin sodium 25mg capsules,Phenytoin sodium,Capsule,Oral
8124741000033112,Phenytoin sodium 50mg capsules (Flynn Pharma Ltd),Phenytoin sodium 50mg capsules,Phenytoin sodium,Capsule,Oral
8124841000033119,Phenytoin sodium 100mg capsules (Flynn Pharma Ltd),Phenytoin sodium 100mg capsules,Phenytoin sodium,Capsule,Oral
8124941000033110,Phenytoin sodium 300mg capsules (Flynn Pharma Ltd),Phenytoin sodium 300mg capsules,Phenytoin sodium,Capsule,Oral
8125041000033110,Eye Q Family  Capsules  ,NA,NA,NA,NA
8125141000033114,Valupak Multivitamin plus Iron One A Day tablets (BR Pharmaceuticals Ltd),Valupak Multivitamin plus Iron One A Day tablets,NA,Tablet,NA
8125241000033119,Glimepiride 6mg/5ml oral suspension,Glimepiride 6mg/5ml oral suspension,Glimepiride,Oral suspension,Oral
8125341000033112,Gabapentin 500mg/5ml oral suspension,Gabapentin 500mg/5ml oral suspension,Gabapentin,Oral suspension,Oral
8125441000033118,Desmopressin 20micrograms/5ml oral suspension,Desmopressin 20micrograms/5ml oral suspension,Desmopressin acetate,Oral suspension,Oral
8125541000033117,Levothyroxine sodium 57microgram / Liothyronine 13.5microgram tablets,Levothyroxine sodium 57microgram / Liothyronine 13.5microgram tablets,Levothyroxine sodium anhydrous/ Liothyronine sodium,Tablet,Oral
8125641000033116,Armour Thyroid 90mg (1 and a half grains) tablets (Imported (United States)),Armour Thyroid 90mg (1 and a half grains) tablets,Levothyroxine sodium anhydrous/ Liothyronine sodium,Tablet,NA
8125841000033115,GTO Oil Module (Nutricia Ltd),GTO Oil Module,Glycerol trioleate,Liquid,NA
8125941000033111,Tiopronin 100mg tablets,NA,NA,NA,NA
8126041000033118,Tiopronin 250mg tablets,Tiopronin 250mg tablets,Tiopronin,Tablet,Oral
8126141000033119,Sodium chloride 0.9% intravesical solution 50ml bags,Sodium chloride 0.9% intravesical solution 50ml bags,Sodium chloride,Intravesical solution,Intravesical
8126241000033114,Omicur 5% medicated nail lacquer (Morningside Healthcare Ltd),Omicur 5% medicated nail lacquer,Amorolfine hydrochloride,Medicated nail lacquer,Cutaneous
8126341000033116,"Retacrit 20,000units/0.5ml solution for injection pre-filled syringes (Pfizer Ltd)","Retacrit 20,000units/0.5ml solution for injection pre-filled syringes",Epoetin zeta,Solution for injection,Subcutaneous/ Intravenous
8126441000033110,"Retacrit 30,000units/0.75ml solution for injection pre-filled syringes (Pfizer Ltd)","Retacrit 30,000units/0.75ml solution for injection pre-filled syringes",Epoetin zeta,Solution for injection,Subcutaneous/ Intravenous
8127241000033112,Gatalin XL 8mg capsules (Aspire Pharma Ltd),Gatalin XL 8mg capsules,Galantamine hydrobromide,Modified-release capsule,Oral
8127341000033119,Gatalin XL 16mg capsules (Aspire Pharma Ltd),Gatalin XL 16mg capsules,Galantamine hydrobromide,Modified-release capsule,Oral
8127441000033113,Gatalin XL 24mg capsules (Aspire Pharma Ltd),Gatalin XL 24mg capsules,Galantamine hydrobromide,Modified-release capsule,Oral
8127541000033114,Teromeg 1000mg capsules (Advanz Pharma),Teromeg 1000mg capsules,Docosahexaenoic acid/ Eicosapentaenoic acid,Capsule,Oral
8127641000033110,Pyridostigmine bromide 30mg/5ml oral suspension,Pyridostigmine bromide 30mg/5ml oral suspension,Pyridostigmine bromide,Oral suspension,Oral
8127741000033118,ClobaDerm 0.05% ointment (Accord Healthcare Ltd),ClobaDerm 0.05% ointment,Clobetasol propionate,Ointment,Cutaneous
8127841000033111,ClobaDerm 0.05% cream (Accord Healthcare Ltd),ClobaDerm 0.05% cream,Clobetasol propionate,Cream,Cutaneous
8128041000033117,Mariosea XL 4mg capsules (Teva UK Ltd),Mariosea XL 4mg capsules,Tolterodine tartrate,Modified-release capsule,Oral
8128141000033118,Colevit D3  Capsules  400 units,NA,NA,NA,NA
8128241000033113,"Colevit D3  Capsules  1,000 units",NA,NA,NA,NA
8128341000033115,"Colevit D3  Capsules  2,200 units",NA,NA,NA,NA
8128441000033114,"Colevit D3  Capsules  5,000 units",NA,NA,NA,NA
8128541000033110,"Colevit D3  Capsules  10,000 units",NA,NA,NA,NA
8128641000033111,"Colevit D3  Capsules  20,000 units",NA,NA,NA,NA
8128741000033119,"Colevit D3  Capsules  30,000 units",NA,NA,NA,NA
8128841000033112,"Colevit D3  Capsules  50,000 units",NA,NA,NA,NA
8129141000033112,Estradiol 500micrograms / Dydrogesterone 2.5mg tablets,Estradiol 500micrograms / Dydrogesterone 2.5mg tablets,Dydrogesterone/ Estradiol,Tablet,Oral
8129241000033117,Femoston-conti 0.5mg/2.5mg tablets (Viatris UK Healthcare Ltd),Femoston-conti 0.5mg/2.5mg tablets,Dydrogesterone/ Estradiol,Tablet,Oral
8129341000033110,MCTprocal oral powder 16g sachets (Vitaflo International Ltd),MCTprocal oral powder 16g sachets,NA, Powder,NA
8129541000033115,Mexiletine 100mg capsules,Mexiletine 100mg capsules,Mexiletine hydrochloride,Capsule,Oral
8129641000033119,Octasa 400mg MR gastro-resistant tablets (Tillotts Pharma UK Ltd),Octasa 400mg MR gastro-resistant tablets,Mesalazine,Gastro-resistant tablet,Oral
8129741000033111,Tegaderm Diamond dressing 6cm x 7cm (3M Health Care Ltd),Tegaderm Diamond dressing 6cm x 7cm,NA,NA,NA
8129841000033118,Tegaderm Diamond dressing 10cm x 12cm (3M Health Care Ltd),Tegaderm Diamond dressing 10cm x 12cm,NA,NA,NA
8129941000033114,Clearpore dressing 10cm x 30cm (Richardson Healthcare Ltd),Clearpore dressing 10cm x 30cm,NA,NA,NA
8130041000033118,Advazorb dressing 5cm x 5cm square (Advancis Medical),Advazorb dressing 5cm x 5cm square,NA,NA,NA
8130141000033119,Advazorb Heel dressing 17cm x 21cm (Advancis Medical),Advazorb Heel dressing 17cm x 21cm,NA,NA,NA
8130241000033114,Sorbion Contact  Dressing  7.5 cm x 7.5 cm,NA,NA,NA,NA
8130341000033116,Sorbion Contact  Dressing  10 cm x 10 cm,NA,NA,NA,NA
8130441000033110,Sorbion Contact  Dressing  10 cm x 20 cm,NA,NA,NA,NA
8130541000033111,Sorbion Contact  Dressing  20 cm x 20 cm,NA,NA,NA,NA
8130641000033112,Sorbion Contact  Dressing  20 cm x 30 cm,NA,NA,NA,NA
8130741000033115,Aquacel Foam dressing (adhesive) 10cm x 10cm (ConvaTec Ltd),Aquacel Foam dressing (adhesive) 10cm x 10cm,NA,NA,NA
8130841000033113,Racecadotril 100mg capsules,Racecadotril 100mg capsules,Racecadotril,Capsule,Oral
8130941000033117,Racecadotril 10mg granules sachets,Racecadotril 10mg granules sachets,Racecadotril,Granules,Oral
8131041000033110,Aquacel Foam dressing (adhesive) 12.5cm x 12.5cm (ConvaTec Ltd),Aquacel Foam dressing (adhesive) 12.5cm x 12.5cm,NA,NA,NA
8131141000033114,Racecadotril 30mg granules sachets,Racecadotril 30mg granules sachets,Racecadotril,Granules,Oral
8131241000033119,Aquacel Foam dressing (adhesive) 17.5cm x 17.5cm (ConvaTec Ltd),Aquacel Foam dressing (adhesive) 17.5cm x 17.5cm,NA,NA,NA
8131341000033112,Aquacel Foam dressing (adhesive) 21cm x 21cm (ConvaTec Ltd),Aquacel Foam dressing (adhesive) 21cm x 21cm,NA,NA,NA
8131441000033118,Hidrasec 100mg capsules (Bioprojet UK Ltd),Hidrasec 100mg capsules,Racecadotril,Capsule,Oral
8131541000033117,Aquacel Foam dressing (adhesive) 25cm x 30cm (ConvaTec Ltd),Aquacel Foam dressing (adhesive) 25cm x 30cm,NA,NA,NA
8131641000033116,Hidrasec Infants 10mg granules sachets (Bioprojet UK Ltd),Hidrasec Infants 10mg granules sachets,Racecadotril,Granules,Oral
8131741000033113,Aquacel Foam dressing (adhesive) 19.8cm x 14cm heel (ConvaTec Ltd),Aquacel Foam dressing (adhesive) 19.8cm x 14cm heel,NA,NA,NA
8131841000033115,Aquacel Foam dressing (adhesive) 20cm x 16.9cm sacral (ConvaTec Ltd),Aquacel Foam dressing (adhesive) 20cm x 16.9cm sacral,NA,NA,NA
8131941000033111,Hidrasec Children 30mg granules sachets (Bioprojet UK Ltd),Hidrasec Children 30mg granules sachets,Racecadotril,Granules,Oral
8132041000033117,Aquacel Foam dressing (non-adhesive) 5cm x 5cm (ConvaTec Ltd),Aquacel Foam dressing (non-adhesive) 5cm x 5cm,NA,NA,NA
8132141000033118,Aquacel Foam dressing (non-adhesive) 10cm x 10cm (ConvaTec Ltd),Aquacel Foam dressing (non-adhesive) 10cm x 10cm,NA,NA,NA
8132241000033113,Aquacel Foam dressing (non-adhesive) 15cm x 15cm (ConvaTec Ltd),Aquacel Foam dressing (non-adhesive) 15cm x 15cm,NA,NA,NA
8132341000033115,Aquacel Foam dressing (non-adhesive) 20cm x 20cm (ConvaTec Ltd),Aquacel Foam dressing (non-adhesive) 20cm x 20cm,NA,NA,NA
8132441000033114,Aquacel Foam dressing (non-adhesive) 15cm x 20cm (ConvaTec Ltd),Aquacel Foam dressing (non-adhesive) 15cm x 20cm,NA,NA,NA
8132541000033110,Cutimed Sorbact Hydroactive B dressing 5cm x 6.5cm (BSN medical Ltd),Cutimed Sorbact Hydroactive B dressing 5cm x 6.5cm,NA,NA,NA
8132641000033111,Cutimed Sorbact Hydroactive B dressing 10cm x 10cm (BSN medical Ltd),Cutimed Sorbact Hydroactive B dressing 10cm x 10cm,NA,NA,NA
8132741000033119,Cutimed Sorbact Hydroactive B dressing 15cm x 15cm (BSN medical Ltd),Cutimed Sorbact Hydroactive B dressing 15cm x 15cm,NA,NA,NA
8132841000033112,Cutimed Sorbact Hydroactive B dressing 20cm x 20cm (BSN medical Ltd),Cutimed Sorbact Hydroactive B dressing 20cm x 20cm,NA,NA,NA
8132941000033116,Cutimed Sorbact Hydroactive B dressing 10cm x 20cm (BSN medical Ltd),Cutimed Sorbact Hydroactive B dressing 10cm x 20cm,NA,NA,NA
8133041000033114,Siran 600mg effervescent tablets (Imported (Germany)),Siran 600mg effervescent tablets,Acetylcysteine, Effervescent tablet,NA
8133141000033113,HiLINE CoverSURE LIGHT custom-made bag cover ResC7 Beige (Respond Healthcare Ltd),HiLINE CoverSURE LIGHT custom-made bag cover,NA,NA,NA
8133241000033118,HiLINE CoverSURE LIGHT custom-made bag cover ResC8 Black (Respond Healthcare Ltd),HiLINE CoverSURE LIGHT custom-made bag cover,NA,NA,NA
8133341000033111,HiLINE CoverSURE LIGHT custom-made bag cover ResC6 White (Respond Healthcare Ltd),HiLINE CoverSURE LIGHT custom-made bag cover,NA,NA,NA
8133441000033117,HiLINE CoverSURE PLUS custom-made bag cover ResC5 Beige (Respond Healthcare Ltd),HiLINE CoverSURE PLUS custom-made bag cover,NA,NA,NA
8133541000033116,HiLINE CoverSURE PLUS custom-made bag cover ResC4 White (Respond Healthcare Ltd),HiLINE CoverSURE PLUS custom-made bag cover,NA,NA,NA
8133641000033115,Comfizz Level I unisex support boxers small/medium BOX-S/M-P Pink (Kavendor Ltd),Comfizz Level I unisex support boxers small/medium,NA,NA,NA
8133741000033112,Comfizz Level I unisex support boxers medium/large BOX-M/L-P Pink (Kavendor Ltd),Comfizz Level I unisex support boxers medium/large,NA,NA,NA
8133841000033119,Comfizz Level I unisex support boxers large/extra large BOX-L/XL-P Pink (Kavendor Ltd),Comfizz Level I unisex support boxers large/extra large,NA,NA,NA
8133941000033110,"GBUK ring pessary size 0, 44mm diameter, silicone without support (GBUK Healthcare)","GBUK ring pessary size 0, 44mm diameter, silicone without support",NA,NA,NA
8134041000033112,Comfizz Level I unisex support boxers extra large/XX large BOX-XL/2XL-P Pink (Kavendor Ltd),Comfizz Level I unisex support boxers extra large/XX large,NA,NA,NA
8134141000033111,Comfizz Level I unisex support boxers XX large/XXX large BOX-2XL/3XL-P Pink (Kavendor Ltd),Comfizz Level I unisex support boxers XX large/XXX large,NA,NA,NA
8134241000033116,"GBUK ring pessary size 1, 51mm diameter, silicone without support (GBUK Healthcare)","GBUK ring pessary size 1, 51mm diameter, silicone without support",NA,NA,NA
